"response_id","q1_1","q1_1_1_code","q1_1_2_code","q1_2","q1_2_1_code","q1_2_2_code","q1_3","q1_3_1_code","q1_3_2_code","q1_4","q1_4_1_code","q1_4_2_code","q1_5","q1_5_1_code","q1_5_2_code"
"R_3KCSRhmOXBuveiL","Denny’s","","","Bob Evans","","","","","","","","","","",""
"R_2v7fdVuPLILICO1","Five Giys","","","Culver's","","","Cane's","","","Fazolis","","","Captain D's","",""
"R_21nqJxNkTNcQKgp","Red robin","","","Applebee's","","","","","","","","","","",""
"R_1JCrbStSdZNCuh8","Panera","9","","","","","","","","","","","","",""
"R_3hbSpfpDdZIKusb","None","","","None","","","None","","","None","","","None","",""
"R_PSbeEtzT3eokwTL","McDonald","","","KFC","","","Taco bell","","12","Hardees","","","Berger king","",""
"R_2vYYQKjJCT6vJrC","Chic-fil-a","1","","Chipotle","2","","Panera","9","","Garbanzo","","","Culver's","",""
"R_VOymFtKYplsD1C1","McDonalds","","","Taco Bell","","12","Firehouse Subs","3","","Dairy Queen","","","Panera Bread","","9"
"R_1N8m5J3DZ5IhGj8","Applebees","","","Chillis","","","Fridays","","","Cheesecake Factpry","","","54th street grill","",""
"R_3g17uhESvbF7HiR","Stake n shake","","","Buger king","","","White chaste","","","Pie pies","","","Friday’s","",""
"R_XhyvAHaGvOqpjnH","Panera","9","","","","","","","","","","","","",""
"R_3fNQZzfFitULMTo","McDonald’s","","","Wendy’s","","","Culver’s","","","Panera","9","","Red Robin","",""
"R_1FRF2GltrwFfe0z","Mcdonalds","","","Arbys","","","Subway","","","China King","","","Imos","",""
"R_28IYiSjRodEhmOR","Mc Donald’s","","","Taco bell","","12","Sonic","","","Burger king","","","Arby’s","",""
"R_3p3V4Rdg6kVoXoT","Panera Bread","","9","Chipotle","2","","Chick-fil-A","","1","","","","","",""
"R_2dQMLABwQ2oEH3Y","Applebees","","","Chilli","","","TgIF","","","Red Robin","","","None","",""
"R_2A0v9wSueOUtsYk","Taco Bell","","12","Burger King","","","Jack in the Box","","","McDonalds","","","Rally's","",""
"R_1LMpZM2yvifbk0p","Applebee","","","Red robin","","","Chickfele","","1","","","","","",""
"R_1j7Z2y5Jn3atQXW","Chipotle","2","","","","","","","","","","","","",""
"R_297l7lkpDu2Mq2y","Applebee’s","","","","","","","","","","","","","",""
"R_sXdPDEeCzsF1Ccp","Panera","9","","Chipotle","2","","Mod Pizza","","","","","","","",""
"R_29gFdFlUxvZzaPN","McDonald's","","","Burger King","","","Checkers","","","","","","","",""
"R_Z2yS0Ut3pcnbPtT","Five guys","","","Chipotle","2","","Qudoba","10","","Panera bread","","9","Chic fila","1",""
"R_2sYn2K8Gd2Appio","Chipotle","2","","Five Guys","","","B Good","","","","","","","",""
"R_1OVkux8yAqVGiUt","Wendys","","","McDonald’s","","","Burger king","","","Perkins","","","Malins deli","",""
"R_Orp1yU85ah6idPz","chipotle","2","","subway","","","qdoba","10","","panera","9","","five guys","",""
"R_2zAPKwWWHlQw6hR","applebee","","","chilli","","","110 grill","","","denny","","","calb","",""
"R_e9U4Kb343SvdASR","boston market","","","","","","","","","","","","","",""
"R_2U4J5TYYfZLhMVF","chilis","","","","","","","","","","","","","",""
"R_1CIbW5S0XdO5pqs","Burger King","","","Arby","","","","","","","","","","",""
"R_37X4wNm1WeeAFfr","Old country buffet","","","Long horn steakhouse","","","","","","","","","","",""
"R_3CDzOxOccwLrUvE","None","","","None","","","None","","","None","","","None","",""
"R_2D6ptIQIKOz0pyT","McDonald’s","","","Burger King","","","","","","","","","","",""
"R_Ptd44Qgeywc2Ma5","Mcdonalds","","","Taco Bell","","12","Smoothie King","","","Arbys","","","Chipotle","2",""
"R_3F3DYTZAPtBtNUx","Wendy's","","","McDonald's","","","Burger Kings","","","None","","","None","",""
"R_XgGUDaeeDVTNqqB","Olive Garden","","","Applebee's","","","Chili's","","","Fridays","","","Outback","",""
"R_BX3J0hYxH4uGPu1","99","","","","","","","","","","","","","",""
"R_3kBrBXSWn4vGvKX","Dominoes","","","McDonalds","","","Subway","","","Donkin Donoughs","","","Wendy's","",""
"R_21ptFp3fRS5kvAF","Subway","","","None","","","None","","","None","","","None","",""
"R_0GjFfpW156OFdKN","McDonalds","","","Burger King","","","White Castle","","","Popeyes","","","Golden Corral","",""
"R_1rJjFOiPIsCBEwH","Chik-fil-a","1","","","","","","","","","","","","",""
"R_2YEpNd2cE8nH3g1","chicka fil","","1","","","","","","","","","","","",""
"R_9nIWTL4O9LEcuml","Red robin","","","Outback","","","Bonefish grill","","","","","","","",""
"R_3PETH5uhvl3I9HE","Qdoba","10","","Moe's","6","","Chipotle","2","","","","","","",""
"R_DotfWBO8AWM4hep","Panera","9","","Culvers","","","Tim hortons","","","","","","","",""
"R_24nL98T2wPz4nah","Red Robin","","","Hiachi's Grill","","","Apple Bee's","","","Metro Diner","","","Texas Roadhouse","",""
"R_2uUR2ZuZG7iNL05","Pizza hut","","","","","","","","","","","","","",""
"R_2atoby97FjGGK2W","None","","","","","","","","","","","","","",""
"R_3PvHikQHLCF2NkU","McDonalds","","","Burger King","","","Wendys","","","Chick fil a","","1","jack in a box","",""
"R_3QXgupy3fycd4Ny","Cheesecake Factory","","","Applebee’s","","","","","","","","","","",""
"R_1CpXiXzFLAtPufB","Smokey bones","","","Red lobster","","","Panera","9","","Ihop","","","Italian garden","",""
"R_3RmTWigGihoTSet","Mcdonalds","","","Wendy's","","","Burger king","","","Friendly","","","Arby's","",""
"R_2R8kFfJ0n3gNOaP","Chipotle","2","","Fuddruckers","","","","","","","","","","",""
"R_3s62esB04jRY19L","popeye","","","taco bell","","12","olive garden","","","ruby tuesday","","","","",""
"R_2YRiYNz5YjIs2kt","Chick Fil A","","1","Chipotle","2","","","","","","","","","",""
"R_3Dc3nuBMw72j2sO","mcDonalds","","","Burger King","","","Panera","9","","","","","","",""
"R_1mjXrqrCZkJWxnL","No","","","","","","","","","","","","","",""
"R_1l64SzUYo0H8Xpn","mvfonalds","","","burgermill","","","dons","","","in n out","","","sonic","",""
"R_789iMjZzhPQHEit","arbys","","","mcdonalds","","","steak n shake","","","dennys","","","","",""
"R_BFVfwIDyKVjQDfP","applebees","","","chickflea","","1","wendys","","","Nifty fifties","","","","",""
"R_2Bnxv3IoLGmfTMp","Panera","9","","Double Barrel BBQ","","","Johnny rockets","","","","","","","",""
"R_2D0JUQhM5hfYafb","Panera","9","","Chipotle","2","","Blaze Pizza","","","","","","","",""
"R_Os4N2SyiQVmZdZf","Chic Fila","1","","","","","","","","","","","","",""
"R_bPJEFzYDgS7rqj7","Pizza hut","","","Dunky donna","","","Dominos","","","Burger king","","","KFC","",""
"R_2bZ5Cc46gXahntc","mcdonalds","","","Taco Bell","","12","KFC","","","Steak N Shake","","","Burger King","",""
"R_1pPwXTU8Y2xfMIk","Olive Garden","","","","","","","","","","","","","",""
"R_2bZQgzVo2vYLccK","Little  Ceasers","","","Papa Romo's","","","Buddy's","","","Lucky  Dragon","","","Not sure","",""
"R_2dXVnjs8SGbduwZ","Chick a fil","","1","White Castle","","","None","","","None","","","None","",""
"R_3fHwRXY73zwDyrh","Five guys","","","Qdoba","10","","Sauce on the side","","","Chipotle","2","","Panera","9",""
"R_1ewUfsG6a3TPQKO","None","","","","","","","","","","","","","",""
"R_3RaoubxokLxOAme","Mcdonalds","","","Burger king","","","Wendys","","","Little caesars","","","Popeyes","",""
"R_3MQlh95he57Ogxk","Burger King","","","Rally's","","","Hardee's","","","Popeye's","","","McDonalds","",""
"R_3rINGmGhmdGgQnH","Jack in the box","","","Wendys","","","Burger king","","","McDonald's","","","Taco time","",""
"R_3HzdDuRDrHKO7n6","TGI Friday's","","","Applebee's","","","Olive Garden","","","Denny's","","","","",""
"R_3EKJs6mNEjdJNyi","olive garden","","","red lobster","","","","","","","","","","",""
"R_s7odzqByYLS27fP","Burger king","","","Mcdonalds","","","Wendys","","","Boston market","","","Chic fa la","1",""
"R_yUaWkUgGQgXy1Ed","fizolies","","","dennys","","","huddle house","","","chick fil lay","","1","","",""
"R_2PndHdIs4XGjZFF","Mob Pizza","","","none","","","none","","","none","","","none","",""
"R_1kZkOekg98F3rrl","Houlihan","","","Tgif","","","Applebee’s","","","","","","","",""
"R_20MY5Lltoge7AkH","red robbin","","","","","","","","","","","","","",""
"R_2viE4oKv1ZtJHSw","None","","","","","","","","","","","","","",""
"R_3fdbQv6Zhb5Y43x","Panera Bread","","9","Qdoba","10","","Chipotle","2","","","","","","",""
"R_vYy8W2bZNjvbXz3","Fazolis","","","St. Louis Bread Company","","","","","","","","","","",""
"R_2VgvrdqHQYgOul7","Denny's","","","IHOP","","","Waffle House","","","Cracker Barrel","","","","",""
"R_3GeKAL2i77T76iD","five guys","","","pizzza studio","","","mod pizza","","","herfy's","","","","",""
"R_ebS7GCvMJlBoX17","Lions Choice","","","Pasta House","","","Five Guys","","","","","","","",""
"R_3npaHz0kMibillm","wendys","","","","","","","","","","","","","",""
"R_PMTO1RIG1Lq5tgR","none","","","","","","","","","","","","","",""
"R_2E5LwJlptJThhP4","red lobster","","","","","","","","","","","","","",""
"R_WxS7k3iO8Mts79D","Chipotle Grill","2","","Panera","9","","Subway","","","","","","","",""
"R_0enIRDTNCNF2jnz","McDonalds","","","Arbys","","","","","","","","","","",""
"R_214x9Xi1uDWMEF6","McDonald’s","","","Wendy’s","","","Subway","","","Dickies","","","Dominos","",""
"R_1dGlPfMqgCA6Fcp","burger king","","","","","","","","","","","","","",""
"R_dhxe55yKVcP48XD","Olive garden","","","Red lobster","","","Arby","","","Red robin","","","Applebees","",""
"R_32WvjWt7eDzjLQq","Taco Time","","","","","","","","","","","","","",""
"R_R9NsE9Ve0SyaYCJ","McDonald’s","","","","","","","","","","","","","",""
"R_1luEBSAWf8L6G26","kfc","","","wendys","","","burger king","","","","","","","",""
"R_2fEdWlLQg5z9gbu","apple bee","","","","","","","","","","","","","",""
"R_25NJloExz8BCN6z","chipotle","2","","potbelly","","","","","","","","","","",""
"R_1jGIUNv9CM8eYkB","Red Robin","","","Five Guys","","","Shake shack","","","","","","","",""
"R_2EiNHBhCS886qjX","applebee","","","outback","","","","","","","","","","",""
"R_1n70NmD1AdvYVLh","Apple Bee's","","","Steak & Shake","","","","","","","","","","",""
"R_3ikdq9tsDveVoof","McDonald's","","","","","","","","","","","","","",""
"R_PZ41MUwE1Uwh5aF","fuddruckers","","","Panera","9","","","","","","","","","",""
"R_XCkVscsCgdfYLdf","Applebees","","","","","","","","","","","","","",""
"R_12aLRHbBkiusaLP","Popeys","","","Kfc","","","","","","","","","","",""
"R_3P79MP6xMx6fGsQ","Five guys","","","Chipotle","2","","","","","","","","","",""
"R_28Pbs7hFYoFLHFd","Panera","9","","Chipolte","2","","Panda Express","","8","","","","","",""
"R_0iZB6mjbrgSYQs9","Tubys","","","","","","","","","","","","","",""
"R_1GDfJDK9HLVlqrD","None","","","","","","","","","","","","","",""
"R_3KBnsbdFE4Ig3HS","Applebee's","","","","","","","","","","","","","",""
"R_TwqBgOr87U9zurD","panera","9","","","","","","","","","","","","",""
"R_3lFABVgQKbsRlFo","Boston Market","","","KFC","","","Wendy’s","","","Denny’s","","","","",""
"R_3Li1bTIgA6vcmrh","Mcdonalds","","","Arbys","","","Taco bell","","12","Kfc","","","Chi filet","1",""
"R_2q49juNl1HaPZ2R","Apple Bees","","","Steak-n-Shack","","","Panera","9","","","","","","",""
"R_3J1SIOC0cjqBZy8","olivegarden","","","TGIF","","","RedLobster","","","","","","","",""
"R_29oGzCxpV4IniU6","Chik fill A","1","","Panera","9","","Qdoba","10","","","","","","",""
"R_31GUXbOIJptkQSQ","Mcdonalds","","","Wendys","","","","","","","","","","",""
"R_2pQaOG3WkJ399HT","Texas Roadhouse","","","","","","","","","","","","","",""
"R_31NUYEXMKB6LoBW","Olive garden","","","burger king","","","mccdonalds","","","applebees","","","jimmy johns","5",""
"R_1BxtyFbkwhqQMEh","Applebees","","","","","","","","","","","","","",""
"R_3MipVHRCSNhSkhW","panera","9","","mcallisters","","","kfc","","","","","","","",""
"R_12SHuqsKMQmwh6z","Los jailbertos","","","","","","","","","","","","","",""
"R_10uclZWoazdW3ar","None","","","","","","","","","","","","","",""
"R_A7o78dxDp9qZaVj","panera","9","","chipotle","2","","subway","","","firehouse subs","3","","mcdonalds","",""
"R_24hID0hcmyaMsqQ","wendys","","","mcdonalds","","","starbucks","","","jimmy john's","5","","Dunkin","",""
"R_2WD7g4jYYLgTjYk","Boston Market","","","Panera Bread","","9","","","","","","","","",""
"R_2bQsU3mO3rc6FHE","none","","","","","","","","","","","","","",""
"R_0UGUDPtFDtiidRD","Burger King","","","McDonalds","","","Wendy’s","","","Dairy Queen","","","KFC","",""
"R_3CC3ooWhOYTjdlO","chilis","","","tgif","","","","","","","","","","",""
"R_3MJvYFmkVCF3xB7","Chilis","","","Applebees","","","Chiploti","2","","","","","","",""
"R_Uom4CdolA8DcFpv","Chipotle","2","","Smash burger","","","Freddie’s","","","Noodles","","","Qudoba","10",""
"R_12FILxfo7aLBdIY","5 Guys","","","Chipolti","2","","","","","","","","","",""
"R_31SqhoU6IR86zWN","Red lobster","","","Red robins","","","Fridays","","","","","","","",""
"R_XTY3Dfg7zzgFdYd","tgif","","","applebees","","","olive garden","","","famuse daves","","","pizza hut","",""
"R_ulcIUHxpF68BM1b","None","","","","","","","","","","","","","",""
"R_2aynDc5m0zXUEd2","Chipotle","2","","Qdoba","10","","","","","","","","","",""
"R_1Qc1rZqagBtmvZG","Spaghetti factory","","","Smashburger","","","Panda Express","","8","Qdoba","10","","Popeyes","",""
"R_3k4zEwhgXEojza2","McDonalds","","","Burger King","","","Wendy's","","","Arby's","","","KFC","",""
"R_cPeqG0u4QrNFdUR","chipotle","2","","chik fi;l a","1","","qudoba","10","","subway","","","panera","9",""
"R_3neX5269b8WNypU","McD","","","","","","","","","","","","","",""
"R_2VCORJ1UZ98BYDi","Burger King","","","Wendy's","","","Arbys","","","Ihop","","","Chilli's","",""
"R_2SwNcdE7y9oLENj","McDonald's","","","Jack in the Box","","","Burger King","","","Wendy's","","","Panera Bread","","9"
"R_1layM60BZCFqL65","Sugarfire","","","Qdoba","10","","","","","","","","","",""
"R_2yq3fLJ3JTumZi8","chipote","2","","","","","","","","","","","","",""
"R_2qxQMuhCLJDNTqf","Panera","9","","Which Wich","","","Taco Bell","","12","Boston Market","","","California Pizza Kitchen","",""
"R_2aOWrSN9Hi6f3O6","Chipotle","2","","Panera Bread","","9","Qdoba","10","","","","","","",""
"R_2YazsX3e3yVqMa5","Subway","","","Burger King","","","Panera","9","","Taco Bell","","12","Wendys","",""
"R_234rZDqIqpmtmF8","Burger King","","","McDonald's","","","Wendy's","","","Arby's","","","Friday's","",""
"R_10UX2qbTZ3PGPgh","McDonalds","","","Runza","","","Raising Canes","","11","Wendys","","","Burger King","",""
"R_1DXQ8vLOC71xM3t","chik fi la","1","","five guys","","","","","","","","","","",""
"R_SBJJ8Go7tZdK1bP","Pizza Hut","","","Fazzoli's","","","Roy Rogers","","","Sbarro","","","","",""
"R_2aJf2RRxADk7Df6","smashburger","","","chick fil A","","1","","","","","","","","",""
"R_1OT4yBsFLCSh6Ud","none","","","","","","","","","","","","","",""
"R_x0fclEF1Lm9zrNv","ISLAND CAFE","","","EL CAZADOR","","","","","","","","","","",""
"R_A6w0vTjlgAHbThf","QDOBA","10","","SUBWAY","","","QUIZNOS","","","CHIPOTLE","2","","GOLDEN CORAL","",""
"R_2e5bCaI1MSqsqd8","chick  fil a","","1","pantera","","","kfc","","","","","","","",""
"R_3NINUUiaTueGfxy","qdoba","10","","","","","","","","","","","","",""
"R_3fv3VJ9V3SYeUGF","Chipotle","2","","Nandos","","","Halal guys","","","","","","","",""
"R_3M0dbJNeuA5ggGb","CHIPOTLE","2","","","","","","","","","","","","",""
"R_Qj34dg58gkNpL7H","McDonald’s","","","Dunkin Donuts","","","Starbucks","","","KFC","","","Wendy’s","",""
"R_3qQY0uefxeIg3KG","Potbelly","","","","","","","","","","","","","",""
"R_21hoYTbFeaE8arp","Chipotle","2","","Panera Bread","","9","Boston Market","","","Five Guys","","","Shake Shack","",""
"R_2YJmv0YeMafXgQj","On the boarder","","","","","","","","","","","","","",""
"R_3f8W3zOJXufKOHL","Panera","9","","McCalisters Deli","","","Freddy’s","","","","","","","",""
"R_1lp17rS4RzB9VHX","Chic fil a","1","","","","","","","","","","","","",""
"R_1QsVdt6cpurWy2B","Boston Market","","","Moes southwest grill","","6","Panera bread","","9","","","","","",""
"R_1mFrNiINRL03kN7","Cracker Barrel","","","Olive Garden","","","Outback Steak House","","","Apple B's","","","Texas Road House","",""
"R_2ZQblg0HpUywkGc","applebees","","","chilis","","","olive garder","","","red lobster","","","","",""
"R_3fQ1DCCKkke13Gi","DUNKIN DONUTS","","","","","","","","","","","","","",""
"R_3KQ5lnJROPTF33s","5 Guys","","","Chipotle","2","","","","","","","","","",""
"R_PH76KWrrzroxW8N","chillis","","","chipotle","2","","popeyes","","","olive garden","","","red lobster","",""
"R_Z80xbOafiIJdxRv","Subway","","","Taco time","","","","","","","","","","",""
"R_31geZVMhxk8aqsQ","Chipotle","2","","Five guys","","","Boston market","","","","","","","",""
"R_xAbwVAlmz9AFaM1","Applebees","","","Red Robins","","","TGIF","","","Chili's","","","","",""
"R_2rDdXPYVBzbI4Xk","None","","","","","","","","","","","","","",""
"R_3QKKqe6WgBGwuc1","Applebess","","","Chillis","","","Backout steakhouse","","","Dennys","","","","",""
"R_3rNZtySpwWXAuin","Applebees","","","Chili’s","","","Poor Richards","","","","","","","",""
"R_PMtQg2AM2LqqtXP","Carls Jr","","","Jack in the box","","","Fazzollis","","","","","","","",""
"R_4TPemC6e6nYOmtP","Panera","9","","","","","","","","","","","","",""
"R_3vDsm106vSZ4D8B","McDonalds","","","Burger King","","","Wendys","","","Taco Bell","","12","Arbys","",""
"R_3DtlPynsHUfoidj","Panera","9","","","","","","","","","","","","",""
"R_3lXl8G1MWp6rhWo","Mcdonalds","","","Burger King","","","Checkers","","","Five Guys","","","Wendys","",""
"R_3DwsjENn6yR5nRt","Chic fila","1","","","","","","","","","","","","",""
"R_3O9yBYBFmP5nHxH","None","","","","","","","","","","","","","",""
"R_1jPK1DI4WvvzUHq","none","","","","","","","","","","","","","",""
"R_1Opjq9Am2zXjhs3","chipolte","2","","","","","","","","","","","","",""
"R_79sNnMHsIczsmSB","Waffle House","","","Chipotle","2","","Qdoba","10","","Firehouse Subs","3","","Subway","",""
"R_3h3zxV8PnHOivw7","taco bell","","12","mcdonalds","","","","","","","","","","",""
"R_eVaEPVqVnsLhp3r","none","","","","","","","","","","","","","",""
"R_2VHIZUjlgRuFY6x","Subway","","","Panera","9","","Chipolte","2","","","","","","",""
"R_Q0O2WViztSqQDIt","Cava","","","Chipotle","2","","Pinera bread","","9","","","","","",""
"R_1lxWvIavHdHPojy","Chickfila","","1","Mcdonalds","","","Sonic","","","Panera","9","","Chilis","",""
"R_rfhPzOjGMAG5o09","panda express","","8","cosmic cowboy","","","","","","","","","","",""
"R_BQ8HqOPo6BXIOXv","Olive Garden","","","Joe’s Crab Shack","","","Apple 🐝","","","Chili’s","","","Tokyo Joes","",""
"R_3eeSarNdv1MwR0W","Wendys","","","McDonald’s","","","","","","","","","","",""
"R_2uBC48OlqVB9Yij","None","","","","","","","","","","","","","",""
"R_3PZh8M9emUov3aG","Vera Asian","","","City Ramen","","","Freshii","","","","","","","",""
"R_2Cqrgb62k1Qfckj","Panera bread","","9","","","","","","","","","","","",""
"R_2zFUO4ckAzaiern","Subway","","","Panera","9","","","","","","","","","",""
"R_z8SzKDXeXMNgiw9","Burger King","","","Arbys","","","Texas Road House","","","Chick fil a","","1","McDonalds","",""
"R_2uJuj2J4wRjXaMi","None","","","","","","","","","","","","","",""
"R_3sdebZ7dWsUlkoh","Panera Bread","","9","","","","","","","","","","","",""
"R_3qfJC4Cw7mIPGUW","mcdonald's","","","chik filet","1","","wendys","","","sonic","","","none","",""
"R_3dEZ2YuSCoRVAKM","Smash burger","","","Moes","6","","","","","","","","","",""
"R_2aUZi63uqGZ5jju","Applebees","","","Dennys","","","Waffle House","","","Pizza Hut","","","Qdoba","10",""
"R_2sbX3HwICdIAKxG","Culver’s","","","Freddy’s","","","Qdoba","10","","Chipotle","2","","Subway","",""
"R_AFH9oQgguWS62Nb","five guys","","","qudoba","10","","pi pizza","","","jack in the box","","","mcdonalds","",""
"R_3fZvNvbMF8hh2Bu","Blooming onion","","","","","","","","","","","","","",""
"R_27m7v0r216xjOvL","Culvers","","","Big boys","","","","","","","","","","",""
"R_21ifrzQE8OFN5ag","grub bar","","","zoe's kitchen","","","","","","","","","","",""
"R_21aLTAtKGIGpVAK","Qdoba","10","","","","","","","","","","","","",""
"R_21i8tRZSsLDv1oS","Happy Teriyaki","","","Casa Mia","","","Taco Time","","","Burger King","","","Panda Express","","8"
"R_3gTbCxhhsrQcANY","chipolte","2","","fazoli's","","","","","","","","","","",""
"R_2QrihaWUAna88eq","Paneras","9","","","","","","","","","","","","",""
